Word,Count,Year
society,15,1966
politics,15,1966
close,15,1966
example,15,1966
mean,15,1966
student,15,1966
free,15,1966
three,15,1966
red,15,1966
groovy,15,1966
ronpei,15,1966
pretty,15,1966
tomorrow,15,1966
last,14,1966
morning,14,1966
coming,14,1966
friend,14,1966
bad,14,1966
goin,14,1966
slip,14,1966
style,14,1966
move,14,1966
door,14,1966
work,14,1966
deep,14,1966
dirty,14,1966
empty,14,1966
nobody,14,1966
puppet,14,1966
bb,14,1966
molly,14,1966
sky,13,1966
help,13,1966
though,13,1966
found,13,1966
thinking,13,1966
forever,13,1966
mornin,13,1966
play,13,1966
case,13,1966
turn,13,1966
soul,13,1966
everybody,13,1966
de,13,1966
mitsuhiko,13,1966
lady,13,1966
wrong,13,1966
city,13,1966
pied,13,1966
piper,13,1966
aah,13,1966
dreamin,12,1966
together,12,1966
going,12,1966
place,12,1966
nothing,12,1966
kiss,12,1966
another,12,1966
number,12,1966
green,12,1966
protester,12,1966
view,12,1966
drive,12,1966
side,12,1966
follow,12,1966
rum,12,1966
genta,12,1966
john,12,1966
gloria,12,1966
guantanamera,12,1966
fought,12,1966
v,12,1966
golly,12,1966
winter,11,1966
cherish,11,1966
walking,11,1966
told,11,1966
seems,11,1966
line,11,1966
draft,11,1966
young,11,1966
ta,11,1966
sunshine,11,1966
big,11,1966
pick,11,1966
sing,11,1966
pea,11,1966
nervous,11,1966
rollin,11,1966
dandy,11,1966
peace,10,1966
waiting,10,1966
head,10,1966
playing,10,1966
thought,10,1966
uptight,10,1966
feelin,10,1966
gettin,10,1966
matter,10,1966
run,10,1966
movement,10,1966
anything,10,1966
arm,10,1966
heard,10,1966
led,10,1966
break,10,1966
tight,10,1966
trust,10,1966
remember,10,1966
thank,10,1966
goodbye,10,1966
walkin,10,1966
boy,10,1966
lightning,10,1966
poor,10,1966
cryin,10,1966
secret,10,1966
star,10,1966
agent,10,1966
habanaka,10,1966
kuramichi,10,1966
shibakaru,10,1966
denji,10,1966
painted,10,1966
water,10,1966
punch,10,1966
california,9,1966
grow,9,1966
care,9,1966
meet,9,1966
saying,9,1966
happened,9,1966
gave,9,1966
across,9,1966
reaction,9,1966
finally,9,1966
met,9,1966
older,9,1966
generation,9,1966
sea,9,1966
hide,9,1966
year,9,1966
hurry,9,1966
shine,9,1966
bye,9,1966
striking,9,1966
fool,9,1966
beauty,9,1966
subaru,9,1966
ayumi,9,1966
fall,9,1966
bank,9,1966
uh,9,1966
ha,9,1966
b,9,1966
breakdown,9,1966
skin,9,1966
cherry,9,1966
groove,9,1966
hurting,9,1966
along,8,1966
start,8,1966
lookin,8,1966
land,8,1966
looking,8,1966
clarksville,8,1966
hope,8,1966
enough,8,1966
new,8,1966
share,8,1966
thousand,8,1966
stranger,8,1966
seem,8,1966
cause,8,1966
popularity,8,1966
addition,8,1966
effect,8,1966
killed,8,1966
story,8,1966
behind,8,1966
dylan,8,1966
government,8,1966
everyone,8,1966
making,8,1966
ask,8,1966
almost,8,1966
rock,8,1966
farewell,8,1966
nice,8,1966
five,8,1966
tired,8,1966
men,8,1966
cat,8,1966
real,8,1966
wow,8,1966
proud,8,1966
hoist,8,1966
shoe,8,1966
michael,8,1966
stand,7,1966
pain,7,1966
searching,7,1966
lost,7,1966
station,7,1966
four,7,1966
feeling,7,1966
boot,7,1966
lie,7,1966
late,7,1966
whole,7,1966
greater,7,1966
fight,7,1966
reason,7,1966
specific,7,1966
social,7,1966
used,7,1966
country,7,1966
large,7,1966
sometimes,7,1966
kill,7,1966
end,7,1966
set,7,1966
nuclear,7,1966
body,7,1966
mama,7,1966
talk,7,1966
bright,7,1966
minute,7,1966
riding,7,1966
lip,7,1966
baa,7,1966
understand,7,1966
tryin,7,1966
whoop,7,1966
taste,7,1966
ball,7,1966
cut,7,1966
jodie,7,1966
organization,7,1966
street,7,1966
apartment,7,1966
suicide,7,1966
victim,7,1966
sleep,7,1966
atm,7,1966
sir,7,1966
wind,7,1966
bus,7,1966
umbrella,7,1966
scratch,7,1966
un,7,1966
leaf,6,1966
warm,6,1966
cold,6,1966
top,6,1966
broken,6,1966
comfort,6,1966
else,6,1966
ought,6,1966
match,6,1966
use,6,1966
wished,6,1966
sound,6,1966
touch,6,1966
chance,6,1966
lonely,6,1966
tried,6,1966
harder,6,1966
pay,6,1966
direct,6,1966
especially,6,1966
shown,6,1966
radio,6,1966
idea,6,1966
eve,6,1966
destruction,6,1966
festival,6,1966
artist,6,1966
protested,6,1966
went,6,1966
however,6,1966
theory,6,1966
shot,6,1966
dead,6,1966
dont,6,1966
next,6,1966
brought,6,1966
asked,6,1966
inspiration,6,1966
mmm,6,1966
game,6,1966
rain,6,1966
foot,6,1966
till,6,1966
hood,6,1966
full,6,1966
hard,6,1966
beg,6,1966
trick,6,1966
blow,6,1966
whenever,6,1966
took,6,1966
grows,6,1966
andre,6,1966
darling,6,1966
police,6,1966
hair,6,1966
room,6,1966
ahhh,6,1966
someday,6,1966
clothes,6,1966
deeper,6,1966
pity,6,1966
plead,6,1966
river,6,1966
homeward,6,1966
bound,6,1966
wish,6,1966
win,6,1966
broke,6,1966
sail,6,1966
captain,6,1966
goodnight,6,1966
fly,6,1966
guajira,6,1966
mi,6,1966
watch,5,1966
filled,5,1966
light,5,1966
bit,5,1966
hang,5,1966
yet,5,1966
lover,5,1966
ride,5,1966
fill,5,1966
straight,5,1966
discus,5,1966
widespread,5,1966
relationship,5,1966
union,5,1966
labor,5,1966
written,5,1966
within,5,1966
white,5,1966
previous,5,1966
often,5,1966
important,5,1966
listener,5,1966
chart,5,1966
barry,5,1966
support,5,1966
meaning,5,1966
order,5,1966
state,5,1966
wider,5,1966
fact,5,1966
death,5,1966
taken,5,1966
discussed,5,1966
point,5,1966
soldier,5,1966
tension,5,1966
different,5,1966
son,5,1966
power,5,1966
far,5,1966
control,5,1966
changed,5,1966
doctor,5,1966
early,5,1966
loneliness,5,1966
soft,5,1966
forget,5,1966
write,5,1966
september,5,1966
lose,5,1966
awoo,5,1966
wolf,5,1966
oops,5,1966
havin,5,1966
ear,5,1966
memory,5,1966
book,5,1966
worst,5,1966
probably,5,1966
wonder,5,1966
talking,5,1966
whispering,5,1966
house,5,1966
ring,5,1966
plan,5,1966
envelope,5,1966
yen,5,1966
alibi,5,1966
loving,5,1966
insane,5,1966
sigh,5,1966
daydream,5,1966
window,5,1966
island,5,1966
given,5,1966
father,5,1966
guess,5,1966
mainsail,5,1966
bluebird,5,1966
stoned,5,1966
verse,5,1966
grey,5,1966
c,5,1966
wearin,5,1966
brown,4,1966
gray,4,1966
safe,4,1966
teardrop,4,1966
carry,4,1966
happiness,4,1966
illusion,4,1966
stronger,4,1966
shadow,4,1966
thirty,4,1966
bet,4,1966
hiding,4,1966
smile,4,1966
magic,4,1966
wake,4,1966
bringin,4,1966
runnin,4,1966
beyond,4,1966
allowed,4,1966
existence,4,1966
racism,4,1966
system,4,1966
later,4,1966
murder,4,1966
released,4,1966
despite,4,1966
enjoyed,4,1966
member,4,1966
previously,4,1966
played,4,1966
single,4,1966
reached,4,1966
hot,4,1966
week,4,1966
least,4,1966
joe,4,1966
jefferson,4,1966
airplane,4,1966
volunteer,4,1966
overthrow,4,1966
current,4,1966
band,4,1966
agree,4,1966
nearly,4,1966
wrote,4,1966
trying,4,1966
argued,4,1966
causality,4,1966
writing,4,1966
president,4,1966
held,4,1966
succeeded,4,1966
climate,4,1966
voice,4,1966
running,4,1966
split,4,1966
command,4,1966
forth,4,1966
nature,4,1966
save,4,1966
part,4,1966
seen,4,1966
great,4,1966
public,4,1966
squeeze,4,1966
living,4,1966
ease,4,1966
tall,4,1966
mm,4,1966
listen,4,1966
doo,4,1966
wah,4,1966
blame,4,1966
already,4,1966
roll,4,1966
fun,4,1966
pearl,4,1966
rubber,4,1966
past,4,1966
liquor,4,1966
huh,4,1966
high,4,1966
scared,4,1966
hanging,4,1966
script,4,1966
smoke,4,1966
ahead,4,1966
wear,4,1966
mmmm,4,1966
guitar,4,1966
darkness,4,1966
laugh,4,1966
warmer,4,1966
warmest,4,1966
softer,4,1966
deepest,4,1966
ocean,4,1966
brighter,4,1966
brightest,4,1966
boston,4,1966
decide,4,1966
silently,4,1966
tonight,4,1966
shade,4,1966
clean,4,1966
ground,4,1966
mother,4,1966
frre,4,1966
jacques,4,1966
send,4,1966
doin,4,1966
tree,4,1966
spring,4,1966
wine,4,1966
persuaded,4,1966
anyway,4,1966
kentucky,4,1966
shout,4,1966
mary,4,1966
yo,4,1966
verso,4,1966
poem,4,1966
string,4,1966
lazy,4,1966
happy,4,1966
ab,4,1966
hungry,4,1966
healthy,4,1966
respected,4,1966
conservatively,4,1966
pretend,3,1966
pray,3,1966
liked,3,1966
confusion,3,1966
becomes,3,1966
brokenhearted,3,1966
departed,3,1966
heartache,3,1966
beginning,3,1966
everyday,3,1966
slow,3,1966
phone,3,1966
hah,3,1966
getting,3,1966
changing,3,1966
realize,3,1966
amount,3,1966
letter,3,1966
wanted,3,1966
glance,3,1966
moment,3,1966
turned,3,1966
answer,3,1966
nothin,3,1966
piece,3,1966
twice,3,1966
related,3,1966
musician,3,1966
discussing,3,1966
strong,3,1966
commentary,3,1966
argues,3,1966
societal,3,1966
stared,3,1966
person,3,1966
six,3,1966
sentence,3,1966
problem,3,1966
argue,3,1966
popular,3,1966
regarding,3,1966
result,3,1966
entire,3,1966
distribution,3,1966
distributed,3,1966
mcguires,3,1966
description,3,1966
sentiment,3,1966
prove,3,1966
whose,3,1966
rag,3,1966
action,3,1966
worth,3,1966
step,3,1966
musical,3,1966
widely,3,1966
although,3,1966
argument,3,1966
bob,3,1966
reacted,3,1966
killing,3,1966
hattie,3,1966
carroll,3,1966
larger,3,1966
assassination,3,1966
shooting,3,1966
nixon,3,1966
begin,3,1966
clear,3,1966
third,3,1966
disagreement,3,1966
followed,3,1966
generally,3,1966
affected,3,1966
le,3,1966
threat,3,1966
pacifism,3,1966
drafted,3,1966
sent,3,1966
fire,3,1966
flow,3,1966
become,3,1966
fighting,3,1966
knowing,3,1966
dying,3,1966
tender,3,1966
yesterday,3,1966
dark,3,1966
sincere,3,1966
upon,3,1966
danger,3,1966
hour,3,1966
wood,3,1966
sheep,3,1966
settle,3,1966
rich,3,1966
overnight,3,1966
dat,3,1966
lord,3,1966
sit,3,1966
hurt,3,1966
treated,3,1966
glad,3,1966
evenin,3,1966
learned,3,1966
pride,3,1966
bought,3,1966
spend,3,1966
woah,3,1966
grass,3,1966
wall,3,1966
check,3,1966
code,3,1966
adviser,3,1966
narrating,3,1966
discoverer,3,1966
hat,3,1966
drink,3,1966
brawny,3,1966
effeminate,3,1966
ramune,3,1966
park,3,1966
shop,3,1966
special,3,1966
okay,3,1966
trip,3,1966
doorbell,3,1966
outside,3,1966
open,3,1966
hung,3,1966
knew,3,1966
stool,3,1966
withdrew,3,1966
crime,3,1966
meeting,3,1966
pm,3,1966
concerned,3,1966
due,3,1966
quite,3,1966
thanks,3,1966
somewhere,3,1966
speak,3,1966
king,3,1966
bass,3,1966
bring,3,1966
romance,3,1966
anymore,3,1966
flower,3,1966
heat,3,1966
joy,3,1966
somebody,3,1966
catch,3,1966
net,3,1966
chase,3,1966
elusive,3,1966
butterfly,3,1966
snow,3,1966
cried,3,1966
owww,3,1966
clown,3,1966
spoiled,3,1966
cute,3,1966
lived,3,1966
thinkin,3,1966
odds,3,1966
soon,3,1966
apart,3,1966
escaping,3,1966
track,3,1966
hit,3,1966
awful,3,1966
ashore,3,1966
child,3,1966
toy,3,1966
million,3,1966
worse,3,1966
dear,3,1966
job,3,1966
choose,3,1966
sue,3,1966
barefootin,3,1966
aw,3,1966
billy,3,1966
marry,3,1966
lou,3,1966
ow,3,1966
quiero,3,1966
echar,3,1966
e,3,1966
el,3,1966
con,3,1966
los,3,1966
pobres,3,1966
tierra,3,1966
pull,3,1966
finger,3,1966
alligator,3,1966
brain,3,1966
aww,3,1966
imagine,3,1966
steam,3,1966
lunch,3,1966
cup,3,1966
jump,3,1966
pass,3,1966
springtime,3,1966
golden,3,1966
church,2,1966
passed,2,1966
knee,2,1966
preacher,2,1966
wave,2,1966
likei,2,1966
woo,2,1966
tumblin,2,1966
longer,2,1966
moving,2,1966
succeed,2,1966
growing,2,1966
ending,2,1966
everywhere,2,1966
somehow,2,1966
reservation,2,1966
brings,2,1966
railroad,2,1966
low,2,1966
shelter,2,1966
grown,2,1966
drifting,2,1966
afraid,2,1966
worry,2,1966
messing,2,1966
box,2,1966
learn,2,1966
ready,2,1966
describe,2,1966
mold,2,1966
scheme,2,1966
rest,2,1966
wondering,2,1966
exciting,2,1966
embracing,2,1966
emptiness,2,1966
price,2,1966
road,2,1966
existed,2,1966
era,2,1966
politically,2,1966
evidenced,2,1966
topic,2,1966
common,2,1966
pete,2,1966
seeger,2,1966
employer,2,1966
hidden,2,1966
formed,2,1966
justice,2,1966
telling,2,1966
group,2,1966
setting,2,1966
factory,2,1966
modern,2,1966
importance,2,1966
vinyl,2,1966
giving,2,1966
huge,2,1966
factor,2,1966
pop,2,1966
spread,2,1966
realized,2,1966
beret,2,1966
wide,2,1966
ultimately,2,1966
protesting,2,1966
tie,2,1966
woodstock,2,1966
featured,2,1966
fish,2,1966
directly,2,1966
complete,2,1966
likely,2,1966
familiar,2,1966
expressed,2,1966
university,2,1966
ideological,2,1966
supporting,2,1966
firmly,2,1966
describes,2,1966
resistance,2,1966
influencing,2,1966
dominant,2,1966
neither,2,1966
occurred,2,1966
received,2,1966
sparked,2,1966
kennedy,2,1966
purpose,2,1966
rhyme,2,1966
portrayal,2,1966
sympathetic,2,1966
kent,2,1966
ohio,2,1966
cutting,2,1966
showed,2,1966
willing,2,1966
maintain,2,1966
declares,2,1966
reelection,2,1966
opposed,2,1966
main,2,1966
voiced,2,1966
majority,2,1966
persuading,2,1966
among,2,1966
importantly,2,1966
opposition,2,1966
generational,2,1966
warning,2,1966
difference,2,1966
younger,2,1966
us,2,1966
advocate,2,1966
arguing,2,1966
violent,2,1966
revolution,2,1966
plastic,2,1966
youre,2,1966
button,2,1966
pushed,2,1966
there,2,1966
grave,2,1966
rather,2,1966
meant,2,1966
viewed,2,1966
known,2,1966
degree,2,1966
progressed,2,1966
unnecessary,2,1966
master,2,1966
others,2,1966
fueled,2,1966
picture,2,1966
slot,2,1966
arranged,2,1966
period,2,1966
damn,2,1966
quality,2,1966
spirit,2,1966
ago,2,1966
closely,2,1966
mention,2,1966
bomb,2,1966
warfare,2,1966
opinion,2,1966
determined,2,1966
indeed,2,1966
gim,2,1966
honey,2,1966
begging,2,1966
bear,2,1966
hangin,2,1966
strength,2,1966
smiled,2,1966
eased,2,1966
done,2,1966
truth,2,1966
sand,2,1966
desire,2,1966
taking,2,1966
moon,2,1966
counting,2,1966
mad,2,1966
grandma,2,1966
suit,2,1966
asking,2,1966
stick,2,1966
rule,2,1966
sign,2,1966
plaything,2,1966
fling,2,1966
greatest,2,1966
lil,2,1966
haul,2,1966
ton,2,1966
saturday,2,1966
anytime,2,1966
needed,2,1966
softly,2,1966
beach,2,1966
slowly,2,1966
throne,2,1966
lot,2,1966
hoped,2,1966
guarantee,2,1966
stolen,2,1966
ticket,2,1966
tide,2,1966
okiya,2,1966
starling,2,1966
camel,2,1966
anyone,2,1966
surely,2,1966
mizunashi,2,1966
alive,2,1966
couple,2,1966
bos,2,1966
school,2,1966
urgent,2,1966
credit,2,1966
haibara,2,1966
officer,2,1966
named,2,1966
standing,2,1966
distance,2,1966
question,2,1966
visit,2,1966
looked,2,1966
trait,2,1966
robin,2,1966
tv,2,1966
scriptwriter,2,1966
excuse,2,1966
grab,2,1966
handle,2,1966
struggle,2,1966
notice,2,1966
read,2,1966
tohto,2,1966
desk,2,1966
komai,2,1966
ran,2,1966
whispered,2,1966
incident,2,1966
witness,2,1966
normally,2,1966
business,2,1966
security,2,1966
camera,2,1966
ashtray,2,1966
hardly,2,1966
escape,2,1966
joke,2,1966
episode,2,1966
figure,2,1966
search,2,1966
heaviest,2,1966
silly,2,1966
smirk,2,1966
whoooo,2,1966
calling,2,1966
standin,2,1966
treat,2,1966
solo,2,1966
wet,2,1966
employed,2,1966
august,2,1966
colour,2,1966
dressed,2,1966
car,2,1966
neck,2,1966
gritty,2,1966
sidewalk,2,1966
hotter,2,1966
stair,2,1966
felt,2,1966
daydreamin,2,1966
bundle,2,1966
whistling,2,1966
breakfast,2,1966
sympathy,2,1966
half,2,1966
shake,2,1966
wing,2,1966
footstep,2,1966
harm,2,1966
pursuing,2,1966
somethin,2,1966
called,2,1966
heavy,2,1966
ive,2,1966
built,2,1966
none,2,1966
friendship,2,1966
loved,2,1966
fat,2,1966
frustrated,2,1966
shame,2,1966
resist,2,1966
evil,2,1966
able,2,1966
fonder,2,1966
outta,2,1966
lead,2,1966
alley,2,1966
plenty,2,1966
dig,2,1966
short,2,1966
fussing,2,1966
stream,2,1966
harmony,2,1966
folk,2,1966
maid,2,1966
buy,2,1966
wore,2,1966
threw,2,1966
crowd,2,1966
neglected,2,1966
owes,2,1966
dollar,2,1966
tax,2,1966
perfecting,2,1966
sealing,2,1966
wax,2,1966
psychotic,2,1966
steady,2,1966
sad,2,1966
cover,2,1966
seat,2,1966
sally,2,1966
barefoot,2,1966
throw,2,1966
stir,2,1966
act,2,1966
godspeed,2,1966
table,2,1966
carpenter,2,1966
trade,2,1966
mill,2,1966
fame,2,1966
hurtin,2,1966
midnight,2,1966
carl,2,1966
smell,2,1966
lower,2,1966
peggy,2,1966
soy,2,1966
hombre,2,1966
sincero,2,1966
donde,2,1966
crece,2,1966
palma,2,1966
en,2,1966
verde,2,1966
claro,2,1966
carmn,2,1966
encendido,2,1966
que,2,1966
suerte,2,1966
funny,2,1966
mhm,2,1966
ya,2,1966
watusi,2,1966
lucy,2,1966
trouble,2,1966
whistle,2,1966
owns,2,1966
sitting,2,1966
missing,2,1966
comb,2,1966
race,2,1966
sailed,2,1966
cable,2,1966
fuzz,2,1966
link,2,1966
bolder,2,1966
chick,2,1966
fails,2,1966
fum,2,1966
heel,2,1966
diamond,2,1966
bracelet,2,1966
married,2,1966
stopped,1,1966
dayyou,1,1966
wavin,1,1966
wonderin,1,1966
vision,1,1966
sadness,1,1966
root,1,1966
tum,1,1966
hoping,1,1966
praying,1,1966
unhappy,1,1966
leaving,1,1966
conversation,1,1966
noisy,1,1966
yah,1,1966
crumbling,1,1966
loner,1,1966
shoulder,1,1966
depend,1,1966
confess,1,1966
lying,1,1966
truthing,1,1966
losing,1,1966
saming,1,1966
burnt,1,1966
brand,1,1966
perish,1,1966
applies,1,1966
beginnin,1,1966
drivin,1,1966
gaze,1,1966
exchanging,1,1966
sharing,1,1966
inviting,1,1966
hello,1,1966
carpet,1,1966
paradise,1,1966
vice,1,1966
versa,1,1966
fundamentally,1,1966
ideal,1,1966
focused,1,1966
expanded,1,1966
niche,1,1966
broader,1,1966
dealing,1,1966
aught,1,1966
greedy,1,1966
parasite,1,1966
lash,1,1966
serfdom,1,1966
crush,1,1966
organize,1,1966
solidarity,1,1966
performed,1,1966
subtle,1,1966
combat,1,1966
greed,1,1966
tradition,1,1966
injustice,1,1966
noble,1,1966
properly,1,1966
handled,1,1966
ladder,1,1966
bottom,1,1966
handed,1,1966
penalty,1,1966
repentance,1,1966
william,1,1966
zanzinger,1,1966
month,1,1966
receives,1,1966
provides,1,1966
using,1,1966
reform,1,1966
incorporated,1,1966
gained,1,1966
occurrence,1,1966
decade,1,1966
appealed,1,1966
small,1,1966
sixty,1,1966
indicative,1,1966
designed,1,1966
strike,1,1966
rally,1,1966
appeal,1,1966
nonunion,1,1966
limiting,1,1966
applicability,1,1966
decreasing,1,1966
limited,1,1966
reversed,1,1966
reversal,1,1966
nation,1,1966
contrast,1,1966
industrial,1,1966
worker,1,1966
owner,1,1966
explicitly,1,1966
efficient,1,1966
available,1,1966
throughout,1,1966
cheap,1,1966
record,1,1966
access,1,1966
variety,1,1966
billboard,1,1966
american,1,1966
consolidated,1,1966
mainstream,1,1966
culture,1,1966
easily,1,1966
enter,1,1966
primarily,1,1966
chaos,1,1966
atomic,1,1966
age,1,1966
stating,1,1966
similarly,1,1966
ssgt,1,1966
sadlers,1,1966
ballad,1,1966
remained,1,1966
patriotically,1,1966
described,1,1966
intention,1,1966
raising,1,1966
patriotic,1,1966
listened,1,1966
appreciated,1,1966
musically,1,1966
exposed,1,1966
overall,1,1966
furthering,1,1966
evidence,1,1966
construction,1,1966
advocated,1,1966
attending,1,1966
concert,1,1966
creation,1,1966
monterey,1,1966
international,1,1966
performer,1,1966
proceeds,1,1966
slated,1,1966
monetarily,1,1966
broadly,1,1966
sided,1,1966
condemning,1,1966
buffalo,1,1966
springfield,1,1966
speakin,1,1966
siding,1,1966
defined,1,1966
emphasized,1,1966
creating,1,1966
issue,1,1966
secondary,1,1966
deeply,1,1966
intertwined,1,1966
proven,1,1966
base,1,1966
definition,1,1966
exist,1,1966
provided,1,1966
lonesome,1,1966
quoted,1,1966
killer,1,1966
newspaper,1,1966
clipping,1,1966
gordon,1,1966
friesen,1,1966
report,1,1966
sentencing,1,1966
corruption,1,1966
composition,1,1966
reacting,1,1966
byrd,1,1966
commented,1,1966
dallas,1,1966
gunner,1,1966
jfk,1,1966
solemn,1,1966
tone,1,1966
mournful,1,1966
depiction,1,1966
stance,1,1966
dependent,1,1966
crosby,1,1966
nash,1,1966
troop,1,1966
culmination,1,1966
nationwide,1,1966
describing,1,1966
fallout,1,1966
tin,1,1966
drumming,1,1966
trooper,1,1966
fired,1,1966
profoundly,1,1966
shocking,1,1966
creator,1,1966
supportive,1,1966
reflected,1,1966
combined,1,1966
richard,1,1966
decline,1,1966
armed,1,1966
unlikely,1,1966
progress,1,1966
individual,1,1966
inspired,1,1966
challenging,1,1966
shift,1,1966
relies,1,1966
second,1,1966
unique,1,1966
form,1,1966
primary,1,1966
classified,1,1966
institution,1,1966
exemplifies,1,1966
cant,1,1966
embodies,1,1966
speaking,1,1966
affect,1,1966
deepens,1,1966
perceived,1,1966
capable,1,1966
understanding,1,1966
assumption,1,1966
synonymous,1,1966
oppose,1,1966
radical,1,1966
marching,1,1966
america,1,1966
broad,1,1966
require,1,1966
promote,1,1966
connection,1,1966
rabbit,1,1966
drug,1,1966
fantastic,1,1966
criticized,1,1966
fake,1,1966
exemplify,1,1966
delivered,1,1966
advocating,1,1966
accepted,1,1966
instead,1,1966
reception,1,1966
mentioned,1,1966
proliferation,1,1966
whats,1,1966
gun,1,1966
totin,1,1966
therell,1,1966
clearly,1,1966
pessimistically,1,1966
humanity,1,1966
basic,1,1966
pacifist,1,1966
complaint,1,1966
shared,1,1966
favorably,1,1966
present,1,1966
obvious,1,1966
listening,1,1966
favorable,1,1966
determining,1,1966
unfair,1,1966
fasten,1,1966
mansion,1,1966
buried,1,1966
mud,1,1966
engineer,1,1966
profit,1,1966
disregarding,1,1966
violence,1,1966
instituted,1,1966
helped,1,1966
influence,1,1966
subsequent,1,1966
characterized,1,1966
exemplified,1,1966
tom,1,1966
paxton,1,1966
sinister,1,1966
dystopic,1,1966
controlling,1,1966
painting,1,1966
expects,1,1966
resort,1,1966
expectation,1,1966
youve,1,1966
youll,1,1966
whip,1,1966
coercive,1,1966
despotic,1,1966
meaningless,1,1966
opposes,1,1966
nihilistic,1,1966
grimly,1,1966
pertinent,1,1966
deal,1,1966
mood,1,1966
earlier,1,1966
hopefulness,1,1966
sobriety,1,1966
newport,1,1966
march,1,1966
washington,1,1966
replaced,1,1966
bitter,1,1966
despair,1,1966
ebullient,1,1966
convinced,1,1966
producing,1,1966
resulted,1,1966
successfully,1,1966
showing,1,1966
coincided,1,1966
impact,1,1966
role,1,1966
causing,1,1966
propagating,1,1966
either,1,1966
blurred,1,1966
invention,1,1966
successful,1,1966
stint,1,1966
shifted,1,1966
toward,1,1966
heightened,1,1966
awareness,1,1966
possibility,1,1966
shifting,1,1966
military,1,1966
venture,1,1966
tied,1,1966
solely,1,1966
applicable,1,1966
exact,1,1966
bibliography,1,1966
family,1,1966
ailin,1,1966
fever,1,1966
cure,1,1966
laughing,1,1966
swear,1,1966
impatient,1,1966
precious,1,1966
anticipating,1,1966
bouquet,1,1966
ten,1,1966
z,1,1966
torn,1,1966
gleam,1,1966
grace,1,1966
spark,1,1966
vacation,1,1966
likehave,1,1966
hopin,1,1966
spooky,1,1966
chased,1,1966
lure,1,1966
trusted,1,1966
satisfied,1,1966
kissed,1,1966
likefor,1,1966
forgive,1,1966
readin,1,1966
chapel,1,1966
pine,1,1966
bend,1,1966
seein,1,1966
welcome,1,1966
near,1,1966
heartbeat,1,1966
breathing,1,1966
shiver,1,1966
quivering,1,1966
shatter,1,1966
unreal,1,1966
tripped,1,1966
hustlin,1,1966
scene,1,1966
stood,1,1966
sunset,1,1966
superman,1,1966
lantern,1,1966
turtle,1,1966
dive,1,1966
yep,1,1966
velvet,1,1966
rainbow,1,1966
smart,1,1966
dumb,1,1966
thumb,1,1966
stepped,1,1966
lied,1,1966
cheated,1,1966
dirt,1,1966
warnin,1,1966
likepause,1,1966
bid,1,1966
lesson,1,1966
starfish,1,1966
confide,1,1966
ornament,1,1966
recall,1,1966
rollercoaster,1,1966
shining,1,1966
surround,1,1966
astounds,1,1966
divide,1,1966
roaring,1,1966
freeyou,1,1966
kitchen,1,1966
fbi,1,1966
latest,1,1966
update,1,1966
following,1,1966
improved,1,1966
talent,1,1966
disguise,1,1966
kir,1,1966
rena,1,1966
contained,1,1966
abbreviation,1,1966
startled,1,1966
teitan,1,1966
elementary,1,1966
transmitter,1,1966
afford,1,1966
james,1,1966
bigger,1,1966
gin,1,1966
opening,1,1966
edogawa,1,1966
walkway,1,1966
tsuburaya,1,1966
tokyo,1,1966
derby,1,1966
kojima,1,1966
versus,1,1966
noirs,1,1966
yoshida,1,1966
player,1,1966
datcha,1,1966
lum,1,1966
invader,1,1966
comic,1,1966
character,1,1966
stuff,1,1966
pirate,1,1966
information,1,1966
infiltrated,1,1966
undercover,1,1966
safety,1,1966
claimed,1,1966
double,1,1966
type,1,1966
curious,1,1966
thirsty,1,1966
soccer,1,1966
selling,1,1966
normal,1,1966
juice,1,1966
staring,1,1966
alleyway,1,1966
shocked,1,1966
coincidence,1,1966
appearance,1,1966
varied,1,1966
upstairs,1,1966
relative,1,1966
total,1,1966
moved,1,1966
parent,1,1966
dad,1,1966
mom,1,1966
involved,1,1966
robbery,1,1966
staying,1,1966
uncle,1,1966
busy,1,1966
seeing,1,1966
decided,1,1966
exception,1,1966
invited,1,1966
writes,1,1966
unlocked,1,1966
corpse,1,1966
ceiling,1,1966
scream,1,1966
ambulance,1,1966
odd,1,1966
panicked,1,1966
yoshikawa,1,1966
strangulation,1,1966
struggled,1,1966
putting,1,1966
sender,1,1966
wallet,1,1966
barely,1,1966
paper,1,1966
usage,1,1966
detail,1,1966
according,1,1966
sloppy,1,1966
watching,1,1966
request,1,1966
deceased,1,1966
associate,1,1966
resented,1,1966
lineup,1,1966
scheduling,1,1966
software,1,1966
installed,1,1966
computer,1,1966
afternoon,1,1966
ronbei,1,1966
notebook,1,1966
drawer,1,1966
calendar,1,1966
correct,1,1966
anywhere,1,1966
downstairs,1,1966
keeping,1,1966
railing,1,1966
stocky,1,1966
neighborhood,1,1966
questioned,1,1966
visiting,1,1966
presumed,1,1966
became,1,1966
drinking,1,1966
buddy,1,1966
photo,1,1966
prof,1,1966
worried,1,1966
driven,1,1966
arrived,1,1966
borrowed,1,1966
lent,1,1966
bunch,1,1966
actually,1,1966
producer,1,1966
hired,1,1966
mystery,1,1966
program,1,1966
ad,1,1966
worrying,1,1966
cop,1,1966
glass,1,1966
discover,1,1966
actual,1,1966
separately,1,1966
supposed,1,1966
deposited,1,1966
checked,1,1966
rushed,1,1966
